key,fname,mname,lname,generation,dob,dod,gender,addr1,city,country,postcode,phone,email,website,ssn,ssn_last4,drlic,passport,gov_id,employ,address,income,debtinc,creddebt,othdebt,pending,default
"REF00000657","Timothy","Martin","Torres","","1983-01-23",,"M","5 Apple Close","KSAATown","United States","KS 2408","0 8471","timothy_torres@www.uvoazpahr.net","www.uvoazpahr.net",745228,5228,532351,533308,379336,3.000000,1.000000,24.000000,6.600000,0.441936,1.142064,"F","Repaid"
"REF00000658","Helen","Rachel","Griffin","","1945-03-24",1988-08-23,"F","60 Hadden Close","ANEZ City","United States","AN 8473","0 2601","","",939938,9938,982467,947083,704445,21.000000,16.000000,57.000000,10.500000,1.143135,4.841865,"F","Repaid"
"REF00000659","Beverly","Lillian","Brooks","","1925-12-26",1965-06-10,"F","21 Kepler Way","ABWQ City","United States","AB 2862","0 9500","","",690076,76,805429,968859,184258,21.000000,26.000000,23.000000,12.500000,0.140875,2.734125,"F","Repaid"
"REF00000660","Kelly","Jean","Bryant","Sr","1927-04-05",,"F","65 North Lane","KSAATown","United States","KS 2211","0 8086","k.bryant@www.gwyhklla.com","www.gwyhklla.com",321597,1597,493359,438260,238805,3.000000,2.000000,55.000000,15.000000,2.532750,5.717250,"F","Repaid"
"REF00000661","Ann","Bonnie","Perez","","1953-08-04",1996-07-27,"F","20 Barn Avenue","PZYVille","United States","PZ 5663","0 5793","","",969055,9055,192107,256943,783420,0.000000,3.000000,28.000000,7.100000,0.184884,1.803116,"F","Repaid"
"REF00000662","Kathy","Wanda","Ramirez","","1981-12-25",,"F","87 Hadden Drive","LLKJVille","United States","LL 1980","0 5865","k.ramirez@www.zaqyzezp.com","www.zaqyzezp.com",949269,9269,378823,258282,568933,10.000000,12.000000,31.000000,0.900000,0.118017,0.160983,"F","Default"
"REF00000663","Ruth","Jean","Smith","","1942-09-05",1986-10-26,"F","62 Lombard Avenue","PWMSA City","United States","PW 3147","0 4816","","",594036,4036,605558,525892,734133,4.000000,11.000000,54.000000,2.800000,0.402192,1.109808,"F","Repaid"
"REF00000664","Emily","Shirley","Moore","","1960-09-13",2004-08-19,"F","75 Humber Drive","PZYVille","United States","PZ 3537","0 2221","e.moore@www.wpqyzkzn.com","www.wpqyzkzn.com",691488,1488,902119,693842,791562,9.000000,6.000000,35.000000,8.000000,1.265600,1.534400,"F","Repaid"
"REF00000665","Jesse","Scott","Gonzalez","","1928-05-27",1972-05-24,"M","21 Fir Crescent","KSAATown","United States","KS 3444","0 4169","","",643217,3217,626507,702936,550846,10.000000,11.000000,77.000000,10.600000,5.501188,2.660812,"F","Repaid"
"REF00000666","Sarah","Bonnie","Simmons","","1926-12-01",,"F","92 Dane Avenue","ANEZ City","United States","AN 4147","0 1396","sarah_simmons@www.iyqqxxafn.org","www.iyqqxxafn.org",663721,3721,324922,608055,287029,6.000000,15.000000,101.000000,5.600000,2.992024,2.663976,"F","Repaid"
"REF00000667","Craig","Ronald","Reed","","1982-07-02",,"M","91 Astra Court","UWNZ Falls","United States","UW 3771","0 7997","craig_reed@www.wdsiavtm.org","www.wdsiavtm.org",616219,6219,260248,948755,307097,11.000000,6.000000,113.000000,13.200000,3.192024,11.723976,"F","Repaid"
"REF00000668","Gerald","Clarence","Reed","","1946-11-12",1988-07-05,"M","50 Hadden Drive","YAZC City","United States","YA 5153","0 8152","","",215566,5566,199217,163914,217719,25.000000,12.000000,23.000000,0.900000,0.077418,0.129582,"F","Repaid"
"REF00000669","Brandon","Willie","King","","1993-06-19",,"M","89 Alpha Avenue","ABWQ City","United States","AB 1635","0 4553","brandon_king@www.ceqqxxocw.com","www.ceqqxxocw.com",524525,4525,255040,485771,971831,4.000000,2.000000,29.000000,4.900000,0.264306,1.156694,"F","Repaid"
"REF00000670","Billy","Carlos","Barnes","","1932-01-03",,"M","52 East Pine Crescent","PZYVille","United States","PZ 1947","0 8597","b.barnes@www.yzsiatfi.org","www.yzsiatfi.org",141947,1947,573477,838754,600310,18.000000,19.000000,43.000000,13.000000,0.961480,4.628520,"F","Repaid"
"REF00000671","William","Timothy","Brooks","","1978-06-19",,"M","88 Hastings Drive","LLKJVille","United States","LL 5071","0 4507","w.brooks@www.iwqqxxcap.net","www.iwqqxxcap.net",481712,1712,458110,349524,775158,9.000000,0.000000,24.000000,6.300000,0.551880,0.960120,"F","Repaid"
"REF00000672","Rebecca","Shirley","Kelly","II","1933-06-09",1977-01-21,"F","93 Loom Drive","PZYVille","United States","PZ 4467","0 3665","","",387250,7250,186987,398999,886950,10.000000,3.000000,18.000000,12.800000,0.582912,1.721088,"F","Repaid"
"REF00000673","Carolyn","Deborah","Green","","1938-09-05",1975-12-08,"F","67 Apple Road","HWAZ Rapids","United States","HW 8839","0 4458","","",256629,6629,507703,281225,424268,10.000000,3.000000,20.000000,1.200000,0.042480,0.197520,"F","Repaid"
"REF00000674","Robert","Jason","Mitchell","","1990-04-18",,"M","25 Carthouse Drive","PWMSA City","United States","PW 8152","0 5083","r.mitchell@www.psoazpodh.net","www.psoazpodh.net",946089,6089,701591,375927,848214,3.000000,11.000000,34.000000,11.100000,1.369962,2.404038,"F","Default"
"REF00000675","Denise","Judy","Garcia","","1967-11-01",2008-10-05,"F","54 Hillcrest Drive","HWAZ Rapids","United States","HW 5885","0 7976","d.garcia@www.ucuxqgmc.com","www.ucuxqgmc.com",899683,9683,236512,794587,758308,3.000000,4.000000,20.000000,3.700000,0.324120,0.415880,"F","Repaid"
"REF00000676","Walter","Scott","White","","1972-04-26",,"M","30 Wallsend Court","PWMSA City","United States","PW 2092","0 4727","walter_white@www.aksiavhv.net","www.aksiavhv.net",376411,6411,446865,560054,823268,9.000000,4.000000,101.000000,6.400000,1.874560,4.589440,"F","Repaid"
"REF00000677","Jean","Judith","Williams","","1956-12-15",2003-02-09,"F","4 Banburgh Crescent","LLKJVille","United States","LL 7130","0 6288","j.williams@www.psoazpouq.org","www.psoazpouq.org",998020,8020,351113,371323,877377,8.000000,11.000000,40.000000,11.800000,0.443680,4.276320,"F","Repaid"
"REF00000678","Alan","Eugene","Barnes","","1996-09-09",,"M","62 Banburgh Crescent","HWAZ Rapids","United States","HW 9097","0 2759","alan_barnes@www.plpqdcuc.com","www.plpqdcuc.com",847276,7276,147262,499945,874849,3.000000,10.000000,36.000000,2.100000,0.390852,0.365148,"F","Default"
"REF00000679","Edward","Juan","Ross","","1964-12-04",2006-05-14,"M","85 Loom Road","UWNZ Falls","United States","UW 1116","0 4998","edward_ross@www.nksiauxo.org","www.nksiauxo.org",522651,2651,832337,164874,338826,11.000000,12.000000,48.000000,9.300000,0.419616,4.044384,"F","Repaid"
"REF00000680","Paul","Charles","Miller","","1993-01-16",,"M","56 Astra Way","QXYTown","United States","QX 3547","0 6115","p.miller@www.oqoazpvmf.com","www.oqoazpvmf.com",185454,5454,632137,516714,708239,1.000000,3.000000,42.000000,3.000000,0.093240,1.166760,"F","Repaid"
"REF00000681","Kelly","Stephanie","Johnson","","1962-08-26",2008-05-23,"F","13 Hastings Lane","HWAZ Rapids","United States","HW 5910","0 6229","k.johnson@www.nhqyzfgd.net","www.nhqyzfgd.net",419808,9808,594405,382838,795322,5.000000,2.000000,33.000000,25.400000,1.165098,7.216902,"F","Default"
"REF00000682","John","Phillip","Sanders","","1940-01-17",1985-09-11,"M","83 Apple Court","QXYTown","United States","QX 7371","0 5930","","",515897,5897,746543,507637,745008,7.000000,3.000000,14.000000,9.700000,0.200984,1.157016,"F","Default"
"REF00000683","Peter","Thomas","Stewart","","1941-08-28",1987-07-28,"M","52 Zebra Drive","UWNZ Falls","United States","UW 4317","0 5330","","",612939,2939,707206,986445,253391,12.000000,9.000000,30.000000,11.500000,0.324300,3.125700,"F","Repaid"
"REF00000684","Aaron","Harry","Baker","","1935-03-13",1982-11-21,"M","33 Springburn Close","KSAATown","United States","KS 2887","0 1278","","",694243,4243,473750,586869,141726,9.000000,10.000000,16.000000,6.300000,0.141120,0.866880,"F","Repaid"
"REF00000685","Gregory","William","Alexander","","1983-08-28",,"M","23 Carthouse Close","QXYTown","United States","QX 1511","0 6208","gregory_alexander@www.lmqyzsks.net","www.lmqyzsks.net",589203,9203,520704,196631,702853,7.000000,5.000000,53.000000,10.500000,0.840315,4.724685,"F","Repaid"
"REF00000686","Louis","Jeremy","Torres","","1942-09-17",,"M","36 West Way","UWNZ Falls","United States","UW 2184","0 8242","louis_torres@www.upqyzjff.net","www.upqyzjff.net",134934,4934,974321,561416,467430,1.000000,0.000000,39.000000,16.100000,1.701609,4.577391,"F","Default"
"REF00000687","Pamela","Stephanie","Mitchell","","1993-06-01",,"F","45 Wallsend Court","HWAZ Rapids","United States","HW 5032","0 3268","p.mitchell@www.voopjfwc.com","www.voopjfwc.com",529969,9969,832192,566210,851769,4.000000,0.000000,20.000000,7.900000,0.853200,0.726800,"F","Repaid"
"REF00000688","Wanda","Ruth","Patterson","Sr","1925-02-28",1954-02-21,"F","10 Abbey Drive","QXYTown","United States","QX 9789","0 1276","","",152410,2410,938141,416175,234932,3.000000,2.000000,33.000000,10.300000,2.501664,0.897336,"F","Default"
"REF00000689","Julie","Mildred","Hayes","","1969-09-11",,"F","53 Yockley Drive","UWNZ Falls","United States","UW 5262","0 9475","j.hayes@www.mfyhkynn.org","www.mfyhkynn.org",318468,8468,980388,212138,540396,9.000000,1.000000,68.000000,10.800000,1.365984,5.978016,"F","Repaid"
"REF00000690","Jean","Christina","Nelson","","1950-04-01",1995-06-20,"F","7 Adderly Drive","QXYTown","United States","QX 5984","0 7975","","",745499,5499,651592,727257,185235,0.000000,7.000000,18.000000,10.700000,0.227268,1.698732,"F","Repaid"
"REF00000691","James","Victor","Long","","1950-11-13",,"M","59 Apple Road","PWMSA City","United States","PW 2295","0 6844","j.long@www.kypqdpvr.com","www.kypqdpvr.com",267978,7978,786264,668767,778647,5.000000,6.000000,16.000000,7.300000,0.024528,1.143472,"F","Repaid"
"REF00000692","Angela","Pamela","Garcia","","1938-08-13",1978-10-08,"F","1 Bramble Court","UWNZ Falls","United States","UW 4309","0 2091","","",488087,8087,136029,467866,133680,18.000000,9.000000,253.000000,7.200000,9.308376,8.907624,"F","Repaid"
"REF00000693","Wanda","Diane","Davis","","1949-08-05",1995-06-04,"F","37 Juniper Court","PWMSA City","United States","PW 1970","0 5945","","",393175,3175,863855,330773,211555,6.000000,9.000000,27.000000,28.900000,2.754459,5.048541,"F","Default"
"REF00000694","Brian","Gregory","Alexander","","1964-10-16",2004-11-27,"M","71 Dumble Way","PZYVille","United States","PZ 4540","0 6436","b.alexander@www.pskzzzuw.com","www.pskzzzuw.com",381350,1350,791222,606726,363112,12.000000,5.000000,20.000000,4.700000,0.219020,0.720980,"F","Repaid"
"REF00000695","Sean","Matthew","Harris","","1970-11-22",,"M","2 Wallsend Way","UWNZ Falls","United States","UW 4972","0 9054","sean_harris@www.gboazpaoy.com","www.gboazpaoy.com",656813,6813,308770,874742,120376,22.000000,3.000000,66.000000,12.100000,2.315940,5.670060,"F","Repaid"
"REF00000696","Anna","Amy","Evans","","1953-09-10",1994-02-18,"F","46 West Road","ANEZ City","United States","AN 4167","0 9953","","",367269,7269,494682,490347,696000,1.000000,7.000000,27.000000,4.600000,0.262062,0.979938,"F","Default"
"REF00000697","Anne","Mary","Robinson","","1979-06-13",,"F","45 South Lane","ABWQ City","United States","AB 2271","0 2448","a.robinson@www.qfuxqrsw.org","www.qfuxqrsw.org",599411,9411,786762,527853,394086,7.000000,11.000000,21.000000,11.500000,0.369495,2.045505,"F","Repaid"
"REF00000698","Nicole","Stephanie","Collins","","1939-04-24",,"F","69 Barn Way","ABWQ City","United States","AB 4924","0 1280","n.collins@www.uuqqxxgyj.org","www.uuqqxxgyj.org",561021,1021,829617,350875,731375,4.000000,10.000000,32.000000,7.600000,0.491264,1.940736,"F","Repaid"
"REF00000699","Paul","Peter","Simmons","","1942-02-26",1989-02-02,"M","69 Cork Road","LLKJVille","United States","LL 8080","0 8435","","",921521,1521,202337,351302,175149,20.000000,9.000000,77.000000,8.400000,2.302608,4.165392,"F","Repaid"
"REF00000700","Dorothy","Theresa","Clark","","1992-06-16",,"F","22 Chad Road","PWMSA City","United States","PW 2321","0 5225","dorothy_clark@www.rmqyzljl.com","www.rmqyzljl.com",113601,3601,941446,754322,630117,0.000000,12.000000,44.000000,14.700000,2.994684,3.473316,"F","Repaid"
"REF00000701","Brenda","Susan","Bennett","","1983-05-23",,"F","70 Panner Way","HWAZ Rapids","United States","HW 5683","0 6317","brenda_bennett@www.awsiaetl.com","www.awsiaetl.com",963920,3920,787362,398957,439791,9.000000,0.000000,32.000000,10.900000,0.544128,2.943872,"T",
"REF00000702","Keith","Walter","Powell","","1986-05-16",,"M","31 South Avenue","KSAATown","United States","KS 9637","0 9621","k.powell@www.vrqqxxnbk.org","www.vrqqxxnbk.org",968614,8614,313101,916624,249006,15.000000,3.000000,21.000000,12.900000,1.316574,1.392426,"T",
"REF00000703","William","Henry","Alexander","III","1931-06-24",1971-03-03,"M","75 Kepler Court","QXYTown","United States","QX 8109","0 8016","","",241045,1045,803051,396662,790832,14.000000,25.000000,33.000000,17.000000,4.880700,0.729300,"T",
"REF00000704","Mildred","Angela","Lopez","","1924-02-09",,"F","85 Ridge Court","YAZC City","United States","YA 4958","0 4466","m.lopez@www.igoazpgbh.org","www.igoazpgbh.org",671489,1489,132528,928934,416373,2.000000,2.000000,23.000000,2.000000,0.046000,0.414000,"T",
"REF00000705","Tammy","Kathy","Diaz","","1948-08-26",1995-10-14,"F","70 Viking Drive","PWMSA City","United States","PW 8053","0 5825","","",755690,5690,480731,767779,800633,12.000000,7.000000,24.000000,7.800000,0.866736,1.005264,"T",
"REF00000706","Arthur","Robert","Bailey","Sr","1945-06-19",,"M","19 Lombard Avenue","ANEZ City","United States","AN 3339","0 7405","arthur_bailey@www.fuqqxxaaw.org","www.fuqqxxaaw.org",266311,6311,714776,134605,994424,12.000000,14.000000,14.000000,9.900000,0.232848,1.153152,"T",
"REF00000707","Carl","Henry","Johnson","","1960-06-09",2003-05-03,"M","60 East Pine Way","ANEZ City","United States","AN 5686","0 8628","c.johnson@www.tmpqdbxj.org","www.tmpqdbxj.org",240092,92,419582,525755,390169,7.000000,8.000000,28.000000,9.400000,1.058064,1.573936,"T",
"REF00000708","Carol","Virginia","Cooper","Jr","1974-06-15",,"F","60 Loop Crescent","ANEZ City","United States","AN 2775","0 7926","c.cooper@www.ugpqdiyp.net","www.ugpqdiyp.net",834584,4584,925112,156375,703018,1.000000,1.000000,150.000000,32.500000,13.552500,35.197500,"T",
"REF00000709","Bruce","Douglas","Mitchell","","1981-06-24",,"M","3 East Pine Court","ABWQ City","United States","AB 5411","0 6626","bruce_mitchell@www.dpyhknio.com","www.dpyhknio.com",613656,3656,852485,734986,160997,22.000000,9.000000,26.000000,1.200000,0.130416,0.181584,"T",
"REF00000710","Joe","Thomas","Wright","","1993-12-04",,"M","73 Hadden Close","HWAZ Rapids","United States","HW 7829","0 9041","j.wright@www.lcpqdzfd.org","www.lcpqdzfd.org",367149,7149,244092,690759,710835,11.000000,20.000000,97.000000,6.000000,1.827480,3.992520,"T",
"REF00000711","Fred","Gerald","Wood","","1967-12-23",2010-12-11,"M","11 Loop Drive","LLKJVille","United States","LL 6974","0 5731","fred_wood@www.qvopjrxd.com","www.qvopjrxd.com",499476,9476,291040,549487,623436,9.000000,13.000000,27.000000,2.600000,0.415584,0.286416,"T",
"REF00000712","Amy","Virginia","Gonzales","","1975-11-09",,"F","98 Banburgh Avenue","ABWQ City","United States","AB 5812","0 6242","amy_gonzales@www.qrsiauyh.net","www.qrsiauyh.net",997431,7431,897930,595864,523996,1.000000,6.000000,28.000000,1.300000,0.109928,0.254072,"T",
"REF00000713","Steve","Joshua","Rivera","","1933-03-20",1975-07-20,"M","81 Abbey Court","LLKJVille","United States","LL 1471","0 2387","","",218016,8016,826008,647822,166914,14.000000,26.000000,107.000000,6.100000,1.638277,4.888723,"T",
"REF00000714","Adam","Steve","Bennett","","1976-06-25",,"M","92 Yockley Avenue","UWNZ Falls","United States","UW 8143","0 5702","adam_bennett@www.cmkzzuse.net","www.cmkzzuse.net",266364,6364,334171,698818,122692,11.000000,12.000000,94.000000,5.300000,1.733736,3.248264,"T",
"REF00000715","Judy","Paula","Brooks","","1979-06-16",,"F","24 West Drive","UWNZ Falls","United States","UW 3661","0 1553","j.brooks@www.fpsiahly.org","www.fpsiahly.org",522973,2973,146426,920346,277529,24.000000,14.000000,108.000000,11.800000,5.250528,7.493472,"T",
"REF00000716","Stephen","Jesse","Wilson","","1966-04-24",,"M","99 Panner Drive","HWAZ Rapids","United States","HW 1644","0 5818","stephen_wilson@www.njqyzuok.com","www.njqyzuok.com",633547,3547,332073,182169,517378,4.000000,8.000000,41.000000,23.400000,0.585234,9.008766,"T",
"REF00000717","Cynthia","Jacqueline","Henderson","","1990-05-03",,"F","21 Viking Court","YAZC City","United States","YA 7422","0 7740","cynthia_henderson@www.uuopjpxx.org","www.uuopjpxx.org",611173,1173,645109,416715,450098,1.000000,10.000000,92.000000,13.000000,6.506240,5.453760,"T",
"REF00000718","Joe","Sean","Sanchez","","1956-10-06",2001-03-15,"M","19 Hillcrest Lane","HWAZ Rapids","United States","HW 2631","0 8426","j.sanchez@www.wcopjwqe.net","www.wcopjwqe.net",607239,7239,463784,950333,364907,19.000000,7.000000,46.000000,8.100000,2.399544,1.326456,"T",
"REF00000719","Paul","Henry","Thompson","","1933-12-06",1979-09-04,"M","85 Oak Road","HWAZ Rapids","United States","HW 4738","0 9804","","",531511,1511,493966,957478,190607,8.000000,6.000000,32.000000,19.000000,1.234240,4.845760,"T",
"REF00000720","George","Andrew","Barnes","","1941-10-13",1986-01-02,"M","67 Park Lane","LLKJVille","United States","LL 3056","0 3040","","",762421,2421,284738,663519,756132,4.000000,6.000000,63.000000,15.800000,0.935676,9.018324,"T",
"REF00000721","Rachel","Tammy","Henderson","","1930-03-20",1976-05-26,"F","77 Fir Road","KSAATown","United States","KS 1413","0 7913","","",598717,8717,704511,403525,943681,1.000000,0.000000,22.000000,9.600000,1.091904,1.020096,"T",
"REF00000722","Jessica","Kathryn","Peterson","","1968-08-13",2011-12-11,"F","64 Aadrvark Crescent","PWMSA City","United States","PW 4522","0 2659","j.peterson@www.zwpqdvad.net","www.zwpqdvad.net",664415,4415,318582,628265,304582,1.000000,3.000000,33.000000,11.200000,0.794640,2.901360,"T",
"REF00000723","Betty","Ashley","Richardson","","1932-11-06",1979-03-12,"F","27 Loom Close","YAZC City","United States","YA 2165","0 8002","","",670536,536,910114,956052,592779,9.000000,8.000000,20.000000,1.500000,0.091500,0.208500,"T",
"REF00000724","Wanda","Beverly","Martin","","1949-05-28",1991-03-07,"F","60 Acacia Close","PWMSA City","United States","PW 8375","0 1921","","",494733,4733,129480,652753,424865,13.000000,12.000000,139.000000,5.600000,2.288496,5.495504,"T",
"REF00000725","John","Shawn","White","","1992-10-17",,"M","81 Chad Avenue","HWAZ Rapids","United States","HW 9527","0 2105","john_white@www.pmuxqefp.org","www.pmuxqefp.org",947040,7040,213193,303758,664841,11.000000,9.000000,24.000000,21.300000,1.083744,4.028256,"T",
"REF00000726","Ronald","Matthew","Carter","","1958-05-25",2000-09-21,"M","47 Dumble Avenue","YAZC City","United States","YA 7394","0 8585","","",615354,5354,394078,880073,982161,3.000000,15.000000,22.000000,5.500000,0.566280,0.643720,"T",
"REF00000727","Denise","Janet","Gonzales","","1969-07-09",2010-09-11,"F","26 Loop Road","PWMSA City","United States","PW 5226","0 5449","denise_gonzales@www.znuxqzwi.com","www.znuxqzwi.com",942620,2620,175214,824868,768696,4.000000,0.000000,77.000000,4.700000,1.100176,2.518824,"T",
"REF00000728","Eugene","Peter","Martinez","","1926-04-03",1975-01-09,"M","28 Apple Crescent","PZYVille","United States","PZ 8408","0 3240","","",320194,194,772134,317451,958872,2.000000,10.000000,40.000000,1.600000,0.373760,0.266240,"T",
"REF00000729","Earl","Anthony","Hernandez","","1941-09-08",1985-03-24,"M","95 West Avenue","QXYTown","United States","QX 7599","0 7240","","",473158,3158,614284,482493,563648,10.000000,6.000000,53.000000,3.700000,0.190217,1.770783,"T",
"REF00000730","Annie","Melissa","Wilson","","1949-01-20",1997-02-20,"F","2 Barn Way","PWMSA City","United States","PW 9389","0 2873","","",383170,3170,269960,956221,843973,31.000000,14.000000,27.000000,5.400000,0.673596,0.784404,"T",
"REF00000731","Steven","Jimmy","Long","","1976-08-22",,"M","70 Lombard Avenue","KSAATown","United States","KS 3189","0 3006","s.long@www.qtoazpqrw.org","www.qtoazpqrw.org",422097,2097,589073,512770,542065,0.000000,16.000000,27.000000,9.400000,0.418770,2.119230,"T",
"REF00000732","Terry","Justin","Sanchez","","1961-11-13",2002-08-13,"M","100 Fir Crescent","YAZC City","United States","YA 9841","0 6878","t.sanchez@www.aopqdfpl.com","www.aopqdfpl.com",313975,3975,374275,982401,962412,28.000000,25.000000,40.000000,10.900000,0.344440,4.015560,"T",
"REF00000733","Louis","Christopher","Perez","","1928-10-13",,"M","49 Apple Way","ANEZ City","United States","AN 9386","0 8094","louis_perez@www.iclykibk.net","www.iclykibk.net",682475,2475,626508,936008,877778,10.000000,15.000000,27.000000,12.300000,1.275264,2.045736,"T",
"REF00000734","Doris","Jane","Robinson","","1958-08-19",1993-09-05,"F","44 Zebra Avenue","ANEZ City","United States","AN 5517","0 1176","","",786729,6729,737286,287474,900645,12.000000,16.000000,58.000000,10.300000,2.867520,3.106480,"T",
"REF00000735","Cheryl","Patricia","Clark","","1986-06-09",,"F","91 Greeney Court","KSAATown","United States","KS 9162","0 4976","c.clark@www.njqqxxgis.org","www.njqqxxgis.org",718539,8539,169940,825079,170236,15.000000,5.000000,40.000000,2.900000,0.571880,0.588120,"T",
"REF00000736","Todd","Carl","Foster","","1960-10-15",2001-05-09,"M","13 Fir Court","PZYVille","United States","PZ 1669","0 6374","t.foster@www.zgopjtyx.org","www.zgopjtyx.org",393844,3844,750062,496234,334861,18.000000,7.000000,26.000000,7.100000,0.751322,1.094678,"T",
"REF00000737","Donna","Lisa","Rodriguez","","1985-03-19",,"F","48 Chad Lane","YAZC City","United States","YA 1569","0 1557","donna_rodriguez@www.aauxqonr.com","www.aauxqonr.com",439876,9876,872379,797609,542306,12.000000,2.000000,17.000000,5.000000,0.141950,0.708050,"T",
"REF00000738","Ashley","Karen","Adams","","1976-11-21",,"F","27 Springburn Close","UWNZ Falls","United States","UW 9935","0 1828","ashley_adams@www.gnkzzpxt.org","www.gnkzzpxt.org",448036,8036,173827,835795,989246,5.000000,12.000000,42.000000,17.600000,0.768768,6.623232,"T",
"REF00000739","William","Brian","Rogers","","1931-01-13",,"M","39 Springburn Drive","PZYVille","United States","PZ 8368","0 8221","w.rogers@www.wmsiamni.org","www.wmsiamni.org",642591,2591,213263,306445,343105,3.000000,4.000000,19.000000,11.000000,1.185030,0.904970,"T",
"REF00000740","Donna","Judith","White","","1984-05-08",,"F","66 Lombard Lane","HWAZ Rapids","United States","HW 8354","0 7652","d.white@www.vokzzsrb.com","www.vokzzsrb.com",987946,7946,431404,165459,293569,0.000000,18.000000,23.000000,4.900000,0.242305,0.884695,"T",
"REF00000741","Frank","Aaron","Williams","","1952-01-08",1992-08-25,"M","34 Lombard Court","KSAATown","United States","KS 1002","0 7122","","",551979,1979,230136,836272,711574,7.000000,14.000000,40.000000,10.800000,1.896480,2.423520,"T",
"REF00000742","Roy","Alan","Wilson","Jr","1927-01-12",1969-12-22,"M","14 Loom Avenue","ANEZ City","United States","AN 8360","0 9093","","",885694,5694,843919,718079,796799,4.000000,15.000000,48.000000,5.100000,0.264384,2.183616,"T",
"REF00000743","Steven","David","Moore","","1929-06-06",1972-02-18,"M","35 Abbey Court","HWAZ Rapids","United States","HW 3638","0 5973","","",499021,9021,609357,375883,966779,12.000000,12.000000,78.000000,1.000000,0.564720,0.215280,"T",
"REF00000744","Lois","Amanda","Patterson","","1986-02-13",,"F","68 Ridge Crescent","KSAATown","United States","KS 5766","0 6412","lois_patterson@www.wzuxqyvc.com","www.wzuxqyvc.com",629866,9866,118773,775379,822118,0.000000,1.000000,72.000000,5.000000,0.828000,2.772000,"T",
"REF00000745","Donald","Brandon","Russell","","1978-02-02",1998-09-26,"M","2 Banburgh Road","HWAZ Rapids","United States","HW 2816","0 2611","","",924695,4695,266538,155972,453094,5.000000,1.000000,55.000000,11.400000,2.125530,4.144470,"T",
"REF00000746","Peter","Scott","Turner","","1992-01-16",,"M","82 Springburn Court","HWAZ Rapids","United States","HW 4599","0 5416","peter_turner@www.fdsiaard.net","www.fdsiaard.net",810727,727,207787,167492,970068,2.000000,1.000000,29.000000,15.400000,2.782318,1.683682,"T",
"REF00000747","Terry","Bobby","Perry","","1984-04-17",,"M","73 Kepler Close","PWMSA City","United States","PW 8233","0 8568","t.perry@www.jnlykinp.com","www.jnlykinp.com",416868,6868,242061,854838,768536,12.000000,3.000000,30.000000,10.600000,1.526400,1.653600,"T",
"REF00000748","Brian","Arthur","Hayes","","1943-10-10",,"M","24 Loop Crescent","PZYVille","United States","PZ 8980","0 5212","brian_hayes@www.toyhkhby.net","www.toyhkhby.net",992216,2216,657536,904174,869559,2.000000,1.000000,55.000000,4.400000,0.418660,2.001340,"T",
"REF00000749","Paul","Walter","White","","1986-02-17",,"M","83 North Lane","HWAZ Rapids","United States","HW 5397","0 4234","p.white@www.zupqdvwb.org","www.zupqdvwb.org",924635,4635,145019,796888,162625,10.000000,4.000000,28.000000,10.000000,1.262800,1.537200,"T",
"REF00000750","Wanda","Frances","Campbell","","1983-11-13",,"F","47 Banburgh Crescent","QXYTown","United States","QX 4301","0 7373","wanda_campbell@www.lppqdtkm.com","www.lppqdtkm.com",120530,530,282976,688173,822321,9.000000,26.000000,86.000000,1.200000,0.145512,0.886488,"T",
"REF00000751","Diana","Lisa","Ward","","1961-10-27",,"F","78 Bramble Close","PZYVille","United States","PZ 3753","0 3966","d.ward@www.koyhklpl.com","www.koyhklpl.com",258719,8719,761365,970112,840261,15.000000,11.000000,324.000000,7.000000,7.053480,15.626520,"T",
"REF00000752","Aaron","Juan","Ramirez","","1983-05-11",,"M","85 Juniper Avenue","ANEZ City","United States","AN 3928","0 7378","aaron_ramirez@www.gnkzzoai.net","www.gnkzzoai.net",709176,9176,267909,621241,343265,0.000000,5.000000,84.000000,13.100000,1.276464,9.727536,"T",
"REF00000753","Juan","Raymond","Richardson","","1959-01-25",,"M","83 East Close","PWMSA City","United States","PW 1505","0 9954","juan_richardson@www.arkzzftd.net","www.arkzzftd.net",252988,2988,896276,305692,580493,11.000000,11.000000,22.000000,6.700000,0.384714,1.089286,"T",
"REF00000754","Sean","Stephen","Howard","","1942-05-13",1989-10-04,"M","63 Park Way","UWNZ Falls","United States","UW 9643","0 9921","","",641297,1297,766289,574670,649193,31.000000,8.000000,62.000000,9.400000,0.693532,5.134468,"T",
"REF00000755","Brenda","Jacqueline","Thomas","Jr","1996-10-26",,"F","79 Zebra Crescent","ANEZ City","United States","AN 9768","0 2330","brenda_thomas@www.hcoazpcet.net","www.hcoazpcet.net",713759,3759,672724,340907,314272,3.000000,0.000000,32.000000,9.000000,1.071360,1.808640,"T",
"REF00000756","Doris","Ruth","Morris","","1949-01-06",1991-01-13,"F","55 Kepler Close","ABWQ City","United States","AB 7500","0 3654","","",574847,4847,353694,649176,857162,9.000000,2.000000,49.000000,0.900000,0.253575,0.187425,"T",
"REF00000757","Frances","Katherine","Hall","","1977-07-13",,"F","1 Dane Court","HWAZ Rapids","United States","HW 2462","0 2932","f.hall@www.szqyzfoi.org","www.szqyzfoi.org",424681,4681,864905,833860,787958,21.000000,14.000000,17.000000,10.500000,0.555135,1.229865,"T",
